provider_id,provider_claim_count,provider_avg_claim,provider_total_revenue,provider_rejection_rate,provider_unique_patients,specialty,specialty_avg_claim,provider_vs_specialty_ratio,freq_provider_claim_count,spec_mean_freq,claim_freq_z,spec_mean_claim,spec_std_claim,billing_z,dup_rate,provider_risk_score
31,46,24105.847826086956,1108869.0,0.17391304347826086,46,Orthopedic,25764.38971239332,0.9356,46,40.343503937007874,0.1402083485813267,25764.38971239332,16909.670079845368,0.0,0.0,0.1239
32,31,20291.709677419356,629043.0,0.1935483870967742,31,General Practitioner,25722.534270358356,0.7889,31,39.62075654704171,0.0,25722.534270358356,16968.936701951054,0.0,0.0,0.0581
33,50,25150.62,1257531.0,0.18,50,Orthopedic,25764.38971239332,0.9762,50,40.343503937007874,0.23935690063187684,25764.38971239332,16909.670079845368,0.0,0.0,0.1765
34,35,29715.642219516834,1040047.4776830892,0.22857142857142856,35,Oncologist,25802.00088163184,1.1517,35,39.92599805258033,0.0,25802.00088163184,16860.811939533574,0.2321146426352501,0.0,0.1268
35,39,22766.666666666668,887900.0,0.20512820512820512,39,Orthopedic,25764.38971239332,0.8836,39,40.343503937007874,0.0,25764.38971239332,16909.670079845368,0.0,0.0,0.0615
36,52,26878.8322621592,1397699.2776322784,0.21153846153846154,52,Orthopedic,25764.38971239332,1.0433,52,40.343503937007874,0.2889311766571519,25764.38971239332,16909.670079845368,0.06590563532603662,0.0,0.2278
37,27,22159.814814814814,598315.0,0.18518518518518517,27,Oncologist,25802.00088163184,0.8588,27,39.92599805258033,0.0,25802.00088163184,16860.811939533574,0.0,0.0,0.0556
38,47,21336.36724714849,1002809.2606159791,0.2765957446808511,47,Dermatologist,25674.761146186924,0.831,47,39.923474663909,0.1772522405843651,25674.761146186924,16796.2128266315,0.0,0.0,0.1737
39,43,23668.93023255814,1017764.0,0.13953488372093023,43,General Practitioner,25722.534270358356,0.9202,43,39.62075654704171,0.08528972557467744,25722.534270358356,16968.936701951054,0.0,0.0,0.0855
40,50,23488.76,1174438.0,0.22,50,Orthopedic,25764.38971239332,0.9117,50,40.343503937007874,0.23935690063187684,25764.38971239332,16909.670079845368,0.0,0.0,0.1885
41,44,25881.659090909092,1138793.0,0.22727272727272727,44,Cardiologist,26009.805059492865,0.9951,44,40.200208550573514,0.09452168499688733,26009.805059492865,17071.01339448855,0.0,0.0,0.1165
42,53,26784.961812938545,1419602.976085743,0.11320754716981132,53,Dermatologist,25674.761146186924,1.0432,53,39.923474663909,0.3275397606589649,25674.761146186924,16796.2128266315,0.06609827335548674,0.0,0.2181
43,39,27959.38141063864,1090415.875014907,0.2564102564102564,39,Orthopedic,25764.38971239332,1.0852,39,40.343503937007874,0.0,25764.38971239332,16909.670079845368,0.12980689084298172,0.0,0.1095
44,38,25492.552631578947,968717.0,0.23684210526315788,38,Cardiologist,26009.805059492865,0.9801,38,40.200208550573514,0.0,26009.805059492865,17071.01339448855,0.0,0.0,0.0711
45,40,22368.975,894759.0,0.225,40,Oncologist,25802.00088163184,0.8669,40,39.92599805258033,0.001853477709491712,25802.00088163184,16860.811939533574,0.0,0.0,0.0684
46,43,29086.06976744186,1250701.0,0.16279069767441862,43,Orthopedic,25764.38971239332,1.1289,43,40.343503937007874,0.06584693454341409,25764.38971239332,16909.670079845368,0.19643671575873314,0.0,0.1318
47,43,23991.358120916906,1031628.399199427,0.09302325581395349,43,General Practitioner,25722.534270358356,0.9327,43,39.62075654704171,0.08528972557467744,25722.534270358356,16968.936701951054,0.0,0.0,0.0715
48,39,24305.74358974359,947924.0,0.20512820512820512,39,Dermatologist,25674.761146186924,0.9467,39,39.923474663909,0.0,25674.761146186924,16796.2128266315,0.0,0.0,0.0615
49,43,22626.441860465115,972937.0,0.27906976744186046,43,Orthopedic,25764.38971239332,0.8782,43,40.343503937007874,0.06584693454341409,25764.38971239332,16909.670079845368,0.0,0.0,0.1174
50,43,28570.099272045063,1228514.2686979377,0.27906976744186046,43,General Practitioner,25722.534270358356,1.1107,43,39.62075654704171,0.08528972557467744,25722.534270358356,16968.936701951054,0.16781045575821496,0.0,0.1695
51,35,20732.057142857142,725622.0,0.17142857142857143,35,Orthopedic,25764.38971239332,0.8047,35,40.343503937007874,0.0,25764.38971239332,16909.670079845368,0.0,0.0,0.0514
52,43,25731.627906976744,1106460.0,0.23255813953488372,43,Cardiologist,26009.805059492865,0.9893,43,40.200208550573514,0.06964619215604897,26009.805059492865,17071.01339448855,0.0,0.0,0.1054
53,45,19653.155555555557,884392.0,0.28888888888888886,45,Dermatologist,25674.761146186924,0.7655,45,39.923474663909,0.1271564005594985,25674.761146186924,16796.2128266315,0.0,0.0,0.1517
54,34,24662.617647058825,838529.0,0.23529411764705882,34,General Practitioner,25722.534270358356,0.9588,34,39.62075654704171,0.0,25722.534270358356,16968.936701951054,0.0,0.0,0.0706
55,41,29027.156755832733,1190113.426989142,0.12195121951219512,41,General Practitioner,25722.534270358356,1.1285,41,39.62075654704171,0.03481113368748315,25722.534270358356,16968.936701951054,0.1947454070645699,0.0,0.1033
56,36,26113.86111111111,940099.0,0.08333333333333333,36,Oncologist,25802.00088163184,1.0121,36,39.92599805258033,0.0,25802.00088163184,16860.811939533574,0.018496157278645037,0.0,0.0296
57,42,25772.714285714286,1082454.0,0.23809523809523808,42,Dermatologist,25674.761146186924,1.0038,42,39.923474663909,0.0520126405221986,25674.761146186924,16796.2128266315,0.005831858677811665,0.0,0.0995
58,29,25347.44827586207,735076.0,0.2413793103448276,29,Orthopedic,25764.38971239332,0.9838,29,40.343503937007874,0.0,25764.38971239332,16909.670079845368,0.0,0.0,0.0724
59,38,25079.842105263157,953034.0,0.10526315789473684,38,Cardiologist,26009.805059492865,0.9642,38,40.200208550573514,0.0,26009.805059492865,17071.01339448855,0.0,0.0,0.0316
60,45,32721.82504408446,1472482.1269838007,0.2222222222222222,45,Orthopedic,25764.38971239332,1.27,45,40.343503937007874,0.11542121056868916,25764.38971239332,16909.670079845368,0.41144713639231234,0.0,0.229
61,37,27722.010186368796,1025714.3768956455,0.21621621621621623,37,Cardiologist,26009.805059492865,1.0658,37,40.200208550573514,0.0,26009.805059492865,17071.01339448855,0.10029897389856916,0.0,0.09
62,40,24389.2,975568.0,0.15,40,Oncologist,25802.00088163184,0.9452,40,39.92599805258033,0.001853477709491712,25802.00088163184,16860.811939533574,0.0,0.0,0.0459
63,40,24668.525,986741.0,0.2,40,General Practitioner,25722.534270358356,0.959,40,39.62075654704171,0.009571837743885996,25722.534270358356,16968.936701951054,0.0,0.0,0.0649
64,34,19769.176470588234,672152.0,0.058823529411764705,34,Cardiologist,26009.805059492865,0.7601,34,40.200208550573514,0.0,26009.805059492865,17071.01339448855,0.0,0.0,0.0176
65,33,26572.81818181818,876903.0,0.18181818181818182,33,General Practitioner,25722.534270358356,1.0331,33,39.62075654704171,0.0,25722.534270358356,16968.936701951054,0.05010826113589431,0.0,0.0671
66,32,30639.666940473122,980469.3420951399,0.21875,32,General Practitioner,25722.534270358356,1.1912,32,39.62075654704171,0.0,25722.534270358356,16968.936701951054,0.2897725860188638,0.0,0.1384
67,43,20341.6511627907,874691.0,0.20930232558139536,43,Orthopedic,25764.38971239332,0.7895,43,40.343503937007874,0.06584693454341409,25764.38971239332,16909.670079845368,0.0,0.0,0.0965
68,44,24031.795454545456,1057399.0,0.11363636363636363,44,Cardiologist,26009.805059492865,0.924,44,40.200208550573514,0.09452168499688733,26009.805059492865,17071.01339448855,0.0,0.0,0.0824
69,37,22986.837837837837,850513.0,0.16216216216216217,37,Cardiologist,26009.805059492865,0.8838,37,40.200208550573514,0.0,26009.805059492865,17071.01339448855,0.0,0.0,0.0486
70,43,23079.46511627907,992417.0,0.16279069767441862,43,General Practitioner,25722.534270358356,0.8972,43,39.62075654704171,0.08528972557467744,25722.534270358356,16968.936701951054,0.0,0.0,0.0925
71,45,26496.577777777777,1192346.0,0.17777777777777778,45,Cardiologist,26009.805059492865,1.0187,45,40.200208550573514,0.11939717783772567,26009.805059492865,17071.01339448855,0.028514576553613905,0.0,0.1216
72,48,22843.846088057868,1096504.6122267777,0.3125,48,Dermatologist,25674.761146186924,0.8897,48,39.923474663909,0.2023001605967984,25674.761146186924,16796.2128266315,0.0,0.0,0.1973
73,35,22810.02857142857,798351.0,0.17142857142857143,35,Oncologist,25802.00088163184,0.884,35,39.92599805258033,0.0,25802.00088163184,16860.811939533574,0.0,0.0,0.0514
74,39,27388.51282051282,1068152.0,0.1282051282051282,39,Dermatologist,25674.761146186924,1.0667,39,39.923474663909,0.0,25674.761146186924,16796.2128266315,0.10203202900648119,0.0,0.0641
75,41,25473.80487804878,1044426.0,0.17073170731707318,41,Orthopedic,25764.38971239332,0.9887,41,40.343503937007874,0.016272658518139013,25764.38971239332,16909.670079845368,0.0,0.0,0.0595
76,42,25826.47619047619,1084712.0,0.16666666666666666,42,Orthopedic,25764.38971239332,1.0024,42,40.343503937007874,0.04105979653077655,25764.38971239332,16909.670079845368,0.0036716552002319346,0.0,0.0719
77,33,25213.484848484848,832045.0,0.24242424242424243,32,Dermatologist,25674.761146186924,0.982,33,39.923474663909,0.0,25674.761146186924,16796.2128266315,0.0,0.0,0.0727
78,26,23800.766130183973,618819.9193847833,0.23076923076923078,26,Oncologist,25802.00088163184,0.9224,26,39.92599805258033,0.0,25802.00088163184,16860.811939533574,0.0,0.0,0.0692
79,41,23537.780487804877,965049.0,0.24390243902439024,41,Cardiologist,26009.805059492865,0.905,41,40.200208550573514,0.019895206474372283,26009.805059492865,17071.01339448855,0.0,0.0,0.0833
80,41,27291.993468332934,1118971.7322016503,0.07317073170731707,41,Oncologist,25802.00088163184,1.0577,41,39.92599805258033,0.026899814652229005,25802.00088163184,16860.811939533574,0.08837015631539696,0.0,0.0579
81,42,24015.54761904762,1008653.0,0.14285714285714285,42,Oncologist,25802.00088163184,0.9308,42,39.92599805258033,0.051946151594966294,25802.00088163184,16860.811939533574,0.0,0.0,0.0694
82,29,24858.379310344826,720893.0,0.27586206896551724,29,Cardiologist,26009.805059492865,0.9557,29,40.200208550573514,0.0,26009.805059492865,17071.01339448855,0.0,0.0,0.0828
83,40,29444.924397541374,1177796.975901655,0.1,40,Cardiologist,26009.805059492865,1.1321,40,40.200208550573514,0.0,26009.805059492865,17071.01339448855,0.2012252734308997,0.0,0.0805
84,39,26654.8215027263,1039538.0386063256,0.23076923076923078,39,Cardiologist,26009.805059492865,1.0248,39,40.200208550573514,0.0,26009.805059492865,17071.01339448855,0.03778430889414458,0.0,0.0787
85,35,31347.36721186367,1097157.8524152285,0.2,35,Cardiologist,26009.805059492865,1.2052,35,40.200208550573514,0.0,26009.805059492865,17071.01339448855,0.31266814857599856,0.0,0.1385
86,43,23519.3488372093,1011332.0,0.18604651162790697,43,General Practitioner,25722.534270358356,0.9143,43,39.62075654704171,0.08528972557467744,25722.534270358356,16968.936701951054,0.0,0.0,0.0994
87,46,27365.108695652172,1258795.0,0.2391304347826087,46,Dermatologist,25674.761146186924,1.0658,46,39.923474663909,0.1522043205719318,25674.761146186924,16796.2128266315,0.10063861222245833,0.0,0.1749
88,35,23798.02857142857,832931.0,0.2571428571428571,35,General Practitioner,25722.534270358356,0.9252,35,39.62075654704171,0.0,25722.534270358356,16968.936701951054,0.0,0.0,0.0771
89,25,34030.27656351372,850756.914087843,0.12,25,Dermatologist,25674.761146186924,1.3254,25,39.923474663909,0.0,25674.761146186924,16796.2128266315,0.49746425004085293,0.0,0.1609
90,46,19941.934782608696,917329.0,0.17391304347826086,46,Dermatologist,25674.761146186924,0.7767,46,39.923474663909,0.1522043205719318,25674.761146186924,16796.2128266315,0.0,0.0,0.13
91,33,28819.302212760755,951036.9730211049,0.24242424242424243,33,Dermatologist,25674.761146186924,1.1225,33,39.923474663909,0.0,25674.761146186924,16796.2128266315,0.18721726731087582,0.0,0.1197
92,39,28323.17948717949,1104604.0,0.2564102564102564,39,Oncologist,25802.00088163184,1.0977,39,39.92599805258033,0.0,25802.00088163184,16860.811939533574,0.14952889662663493,0.0,0.1145
93,34,27029.882352941175,919016.0,0.17647058823529413,34,Dermatologist,25674.761146186924,1.0528,34,39.923474663909,0.0,25674.761146186924,16796.2128266315,0.08068016407875096,0.0,0.0732
94,33,27648.272727272728,912393.0,0.24242424242424243,33,Cardiologist,26009.805059492865,1.063,33,40.200208550573514,0.0,26009.805059492865,17071.01339448855,0.09597951978110741,0.0,0.0968
95,51,23532.118424424345,1200138.0396456416,0.21568627450980393,51,Oncologist,25802.00088163184,0.912,51,39.92599805258033,0.2773631840796019,25802.00088163184,16860.811939533574,0.0,0.0,0.2066
96,53,26672.264150943396,1413630.0,0.18867924528301888,53,Oncologist,25802.00088163184,1.0337,53,39.92599805258033,0.32745585796507654,25802.00088163184,16860.811939533574,0.051614552871623455,0.0,0.2371
97,34,24985.323529411766,849501.0,0.17647058823529413,34,General Practitioner,25722.534270358356,0.9713,34,39.62075654704171,0.0,25722.534270358356,16968.936701951054,0.0,0.0,0.0529
98,48,23392.291666666668,1122830.0,0.0625,48,Orthopedic,25764.38971239332,0.9079,48,40.343503937007874,0.18978262460660178,25764.38971239332,16909.670079845368,0.0,0.0,0.1158
99,40,23946.825,957873.0,0.15,40,Oncologist,25802.00088163184,0.9281,40,39.92599805258033,0.001853477709491712,25802.00088163184,16860.811939533574,0.0,0.0,0.0459
100,33,28346.121212121212,935422.0,0.24242424242424243,33,Cardiologist,26009.805059492865,1.0898,33,40.200208550573514,0.0,26009.805059492865,17071.01339448855,0.1368586678856826,0.0,0.1071
101,30,30258.5,907755.0,0.06666666666666667,30,Oncologist,25802.00088163184,1.1727,30,39.92599805258033,0.0,25802.00088163184,16860.811939533574,0.2643110625010293,0.0,0.0864
102,41,22063.439024390245,904601.0,0.0975609756097561,41,General Practitioner,25722.534270358356,0.8577,41,39.62075654704171,0.03481113368748315,25722.534270358356,16968.936701951054,0.0,0.0,0.0471
103,34,27266.302349088237,927054.2798690001,0.20588235294117646,34,Oncologist,25802.00088163184,1.0568,34,39.92599805258033,0.0,25802.00088163184,16860.811939533574,0.08684643851717759,0.0,0.0836
104,31,23939.09677419355,742112.0,0.22580645161290322,31,Orthopedic,25764.38971239332,0.9292,31,40.343503937007874,0.0,25764.38971239332,16909.670079845368,0.0,0.0,0.0677
105,48,21150.291666666668,1015214.0,0.14583333333333334,48,Dermatologist,25674.761146186924,0.8238,48,39.923474663909,0.2023001605967984,25674.761146186924,16796.2128266315,0.0,0.0,0.1473
106,46,22286.5,1025179.0,0.21739130434782608,46,Oncologist,25802.00088163184,0.8638,46,39.92599805258033,0.15213149936591547,25802.00088163184,16860.811939533574,0.0,0.0,0.1431
107,39,27516.5641025641,1073146.0,0.2564102564102564,39,General Practitioner,25722.534270358356,1.0697,39,39.62075654704171,0.0,25722.534270358356,16968.936701951054,0.10572435172084013,0.0,0.1035
108,46,27821.124175163943,1279771.7120575414,0.10869565217391304,46,Orthopedic,25764.38971239332,1.0798,46,40.343503937007874,0.1402083485813267,25764.38971239332,16909.670079845368,0.12163066772201805,0.0,0.1349
109,45,29665.693276453167,1334956.1974403926,0.2222222222222222,45,Dermatologist,25674.761146186924,1.1554,45,39.923474663909,0.1271564005594985,25674.761146186924,16796.2128266315,0.23760904743588132,0.0,0.1914
110,45,23723.8,1067571.0,0.24444444444444444,45,Oncologist,25802.00088163184,0.9195,45,39.92599805258033,0.1270851624231782,25802.00088163184,16860.811939533574,0.0,0.0,0.1384
111,45,30413.93306270875,1368626.9878218938,0.15555555555555556,45,Cardiologist,26009.805059492865,1.1693,45,40.200208550573514,0.11939717783772567,26009.805059492865,17071.01339448855,0.2579886677751526,0.0,0.1725
112,30,25686.5235070545,770595.705211635,0.23333333333333334,30,Oncologist,25802.00088163184,0.9955,30,39.92599805258033,0.0,25802.00088163184,16860.811939533574,0.0,0.0,0.07
113,45,27645.73631549367,1244058.134197215,0.15555555555555556,45,Cardiologist,26009.805059492865,1.0629,45,40.200208550573514,0.11939717783772567,26009.805059492865,17071.01339448855,0.0958309397454384,0.0,0.1318
114,24,23472.291666666668,563335.0,0.20833333333333334,24,General Practitioner,25722.534270358356,0.9125,24,39.62075654704171,0.0,25722.534270358356,16968.936701951054,0.0,0.0,0.0625
115,47,26171.75285395247,1230072.384135766,0.1702127659574468,47,Dermatologist,25674.761146186924,1.0194,47,39.923474663909,0.1772522405843651,25674.761146186924,16796.2128266315,0.029589510022017075,0.0,0.1492
116,50,24459.24,1222962.0,0.2,50,Oncologist,25802.00088163184,0.948,50,39.92599805258033,0.25231684713686464,25802.00088163184,16860.811939533574,0.0,0.0,0.1891
117,37,26244.70714920479,971054.1645205773,0.21621621621621623,37,Dermatologist,25674.761146186924,1.0222,37,39.923474663909,0.0,25674.761146186924,16796.2128266315,0.03393300673793441,0.0,0.0734
118,36,22853.416666666668,822723.0,0.19444444444444445,36,Cardiologist,26009.805059492865,0.8786,36,40.200208550573514,0.0,26009.805059492865,17071.01339448855,0.0,0.0,0.0583
119,35,24237.22857142857,848303.0,0.2857142857142857,35,Orthopedic,25764.38971239332,0.9407,35,40.343503937007874,0.0,25764.38971239332,16909.670079845368,0.0,0.0,0.0857
120,48,23683.083333333332,1136788.0,0.125,48,General Practitioner,25722.534270358356,0.9207,48,39.62075654704171,0.21148620529266318,25722.534270358356,16968.936701951054,0.0,0.0,0.1457
121,31,31957.815418598773,990692.2779765619,0.1935483870967742,31,Oncologist,25802.00088163184,1.2386,31,39.92599805258033,0.0,25802.00088163184,16860.811939533574,0.3650959727825078,0.0,0.1497
122,37,26173.91891891892,968435.0,0.24324324324324326,37,Orthopedic,25764.38971239332,1.0159,37,40.343503937007874,0.0,25764.38971239332,16909.670079845368,0.024218639665460867,0.0,0.0791
123,32,25694.21875,822215.0,0.125,32,General Practitioner,25722.534270358356,0.9989,32,39.62075654704171,0.0,25722.534270358356,16968.936701951054,0.0,0.0,0.0375
124,36,29492.944444444445,1061746.0,0.16666666666666666,36,Cardiologist,26009.805059492865,1.1339,36,40.200208550573514,0.0,26009.805059492865,17071.01339448855,0.20403823161875834,0.0,0.1012
125,45,25497.91450850872,1147406.1528828924,0.2,45,General Practitioner,25722.534270358356,0.9913,45,39.62075654704171,0.13576831746187173,25722.534270358356,16968.936701951054,0.0,0.0,0.1295
126,39,22009.74358974359,858380.0,0.20512820512820512,39,Dermatologist,25674.761146186924,0.8573,39,39.923474663909,0.0,25674.761146186924,16796.2128266315,0.0,0.0,0.0615
127,34,25377.915867224732,862849.1394856409,0.14705882352941177,34,Cardiologist,26009.805059492865,0.9757,34,40.200208550573514,0.0,26009.805059492865,17071.01339448855,0.0,0.0,0.0441
128,35,30486.370014249613,1067022.9504987365,0.2571428571428571,35,General Practitioner,25722.534270358356,1.1852,35,39.62075654704171,0.0,25722.534270358356,16968.936701951054,0.2807386124166237,0.0,0.1476
129,42,24453.309523809523,1027039.0,0.16666666666666666,42,Dermatologist,25674.761146186924,0.9524,42,39.923474663909,0.0520126405221986,25674.761146186924,16796.2128266315,0.0,0.0,0.0766
130,43,27428.563097750593,1179428.2132032756,0.20930232558139536,43,Dermatologist,25674.761146186924,1.0683,43,39.923474663909,0.0770605605346319,25674.761146186924,16796.2128266315,0.10441651160688445,0.0,0.1284
131,46,24896.195652173912,1145225.0,0.15217391304347827,46,Oncologist,25802.00088163184,0.9649,46,39.92599805258033,0.15213149936591547,25802.00088163184,16860.811939533574,0.0,0.0,0.1235
132,50,26206.38199312649,1310319.0996563246,0.14,50,Oncologist,25802.00088163184,1.0157,50,39.92599805258033,0.25231684713686464,25802.00088163184,16860.811939533574,0.023983489819164525,0.0,0.1771
133,40,26707.9,1068316.0,0.2,40,General Practitioner,25722.534270358356,1.0383,40,39.62075654704171,0.009571837743885996,25722.534270358356,16968.936701951054,0.05806879635117918,0.0,0.0795
134,40,29637.198656359942,1185487.9462543977,0.15,40,Dermatologist,25674.761146186924,1.1543,40,39.923474663909,0.0019168004973320013,25674.761146186924,16796.2128266315,0.23591255666219665,0.0,0.1052
135,42,30142.690476190477,1265993.0,0.2857142857142857,42,Orthopedic,25764.38971239332,1.1699,42,40.343503937007874,0.04105979653077655,25764.38971239332,16909.670079845368,0.25892289696507165,0.0,0.1717
136,27,19459.85185185185,525416.0,0.2962962962962963,27,Dermatologist,25674.761146186924,0.7579,27,39.923474663909,0.0,25674.761146186924,16796.2128266315,0.0,0.0,0.0889
137,38,24910.157894736843,946586.0,0.2631578947368421,38,Cardiologist,26009.805059492865,0.9577,38,40.200208550573514,0.0,26009.805059492865,17071.01339448855,0.0,0.0,0.0789
138,41,26805.756097560974,1099036.0,0.17073170731707318,41,General Practitioner,25722.534270358356,1.0421,41,39.62075654704171,0.03481113368748315,25722.534270358356,16968.936701951054,0.06383557474629932,0.0,0.0851
139,41,26944.560975609755,1104727.0,0.3170731707317073,41,General Practitioner,25722.534270358356,1.0475,41,39.62075654704171,0.03481113368748315,25722.534270358356,16968.936701951054,0.07201551439053297,0.0,0.131
140,33,30865.757575757576,1018570.0,0.24242424242424243,33,Oncologist,25802.00088163184,1.1963,33,39.92599805258033,0.0,25802.00088163184,16860.811939533574,0.3003269778635474,0.0,0.1481
141,37,27527.027027027027,1018500.0,0.16216216216216217,37,Dermatologist,25674.761146186924,1.0721,37,39.923474663909,0.0,25674.761146186924,16796.2128266315,0.11027878129188821,0.0,0.0763
142,33,25589.757575757576,844462.0,0.2727272727272727,33,Oncologist,25802.00088163184,0.9918,33,39.92599805258033,0.0,25802.00088163184,16860.811939533574,0.0,0.0,0.0818
143,46,28849.695652173912,1327086.0,0.13043478260869565,46,Dermatologist,25674.761146186924,1.1237,46,39.923474663909,0.1522043205719318,25674.761146186924,16796.2128266315,0.1890268085287012,0.0,0.1645
